"","Year3","id","Electoral_District_Number","clea","marg","lcomp","lnonsocsup","votensoc","libmarg","difcro2","rightmar2","diffvotensoc"
"237","1898","160",160,"Minority",0.0108704637513433,5,0.125,0.291931883938166,-0.104116723154501,1,1,0.373820914782418
"238","1903","160",160,"Socialist",0.0054206418039896,4,0,0.326069673315987,-0.0325238508239376,0,0,0.192688795518701
"239","1907","160",160,"Conservative",0.0134506115373503,4,0.4,0.347629289589419,0.0417643093319637,1,1,0.173204724594051
"240","1912","160",160,"Socialist",0.0201048689138577,4,0,0.341662921348315,-0.0148014981273408,0,0,0.148070491159108
"241","1890","161",161,"Minority",0.0383240293545756,4,0,0.356708273223358,0.156118672771749,1,1,0.172906971345157
"242","1893","161",161,"Minority",0.171325695581015,5,0,0.274500818330606,0.22847790507365,0,0,0.213085089662708
"243","1898","161",161,"Socialist",0.00351493848857648,5,0,0.281127484115182,-0.0323103961065297,0,0,0.281300222219444
"244","1903","161",161,"Socialist",0.0189832117221332,5,0,0.304324612920448,0.0859583555792846,0,0,0.0961085632803414
"245","1907","161",161,"Socialist",0.00933900591470371,4,0,0.291117567707793,0.0115699906609941,0,0,0.0637084924569037
"246","1912","161",161,"Socialist",0.10002442002442,3,0,0.401758241758242,0.00923076923076921,0,0,0.0888334951130693
"247","1890","162",162,"Minority",0.16819042466865,4,0.166666666666667,0.468974844468488,0.135677576413308,1,1,0.188400300711535
"248","1893","162",162,"Minority",0.121917311411992,5,0.142857142857143,0.389144100580271,0.0284695357833656,1,1,0.188789018633786
"249","1898","162",162,"Minority",0.0424856929584473,5,0.166666666666667,0.332856431948246,0.000435431699427724,0,0,0.22691345232495
"250","1903","162",162,"Socialist",0.0182566483748417,4,0,0.318752638243985,-0.00580413676656816,0,0,0.288772347058778
"251","1907","162",162,"Minority",0.0929539176568597,3,0.111111111111111,0.314684088218529,0.133643179725523,1,1,0.198919539415506
"252","1912","162",162,"Socialist",0.034784035440338,4,0,0.327577013002994,0.0369990565650765,0,0,0.156716306262269
"253","1890","163",163,"Conservative",0.1141625683815,4,0.25,0.415317455931922,-0.249212576670166,0,0,0.106212107050083
"254","1893","163",163,"Conservative",0.131518425415842,4,0.4,0.431780499545382,-0.218858640423597,0,0,0.123690501161255
"255","1898","163",163,"Socialist",0.0168225303665484,5,0,0.32242287434161,0.149145436955821,0,0,0.12640211019766
"256","1903","163",163,"Socialist",0.00323751594231336,6,0,0.382958893358187,0.280584715000491,0,0,0.0573349559720094
"257","1907","163",163,"Socialist",0.0266890548362865,4,0,0.343732048959392,-0.0270867394282179,0,0,0.282343219857812
"258","1912","163",163,"Socialist",0.12720757614538,5,0,0.423342718198106,0.110698745840799,0,0,0.0579427102780528
"259","1890","164",164,"Minority",0.00709219858156024,4,0,0.394300606682047,0.263992138767837,1,1,0.151073768659153
"260","1893","164",164,"Minority",0.164499493101776,5,0,0.30048045135981,0.280468991052144,0,0,0.195606794727436
"261","1898","164",164,"Minority",0.0985143261407853,6,0.142857142857143,0.244119207640608,0.120091970286523,1,1,0.333438687096234
"262","1903","164",164,"Minority",0.0550854628532747,4,0,0.257234726688103,0.0830089693687595,0,0,0.216107275912677
"263","1903","164",164,"Minority",0.0155393398616205,5,0,0.2689326628606,0.019962947559454,0,0,0.220645996844911
"264","1912","164",164,"Socialist",0.00693225945634979,4,0,0.324723141090177,0.109621746008917,0,0,0.114516343529117
"265","1893","165",165,"Minority",0.0653309115677149,4,0,0.473095697582018,0.296287887387899,0,0,0.0948913425517609
"266","1898","165",165,"Minority",0.0438247011952191,3,0,0.471784503775941,0.33174763632039,1,1,0.0999317882059871
"267","1903","165",165,"Minority",0.146534438844632,4,0,0.41911884246464,0.0773315991979624,0,0,0.100901289511649
"268","1912","165",165,"Minority",0.0101579239742878,5,0.166666666666667,0.300492024442505,0.111538766764543,0,0,0.222524038851669
"269","1890","166",166,"Minority",0.139402702298449,4,0.2,0.457097272772598,0.124046467567433,1,1,0.192890546959436
"270","1893","166",166,"Conservative",0.0629057420361331,4,0.333333333333333,0.411453877509939,-0.331739721201751,0,0,0.147446710754434
"271","1898","166",166,"Minority",0.0265990159901599,3,0.25,0.369413694136941,0.166154161541615,0,0,0.217268850271117
"272","1903","166",166,"Minority",0.0182099447513812,4,0,0.317966850828729,0.0538342541436464,0,0,0.168143560061112
"273","1903","166",166,"Minority",0.078115475050074,4,0,0.392057824610293,0.143560045284333,0,0,0.13340857233284
"274","1907","166",166,"Minority",0.147546531302876,4,0,0.278473397255123,0.234592968603121,1,1,0.206060816038564
"275","1912","166",166,"Minority",0.0151674741942279,4,0,0.281932448564005,0.0230320904430869,0,0,0.240476769566924
"276","1890","167",167,"Socialist",0.0312279151943463,4,0,0.303003533568905,0.0907243816254417,0,0,0.144418417434898
"277","1893","167",167,"Socialist",0.0361119099461814,5,0,0.372006080276077,-0.274721663037673,0,0,0.188506740236743
"278","1898","167",167,"Socialist",0.0689134808853119,4,0,0.434931014659385,0.175158091405576,0,0,0.0315544013779393
"279","1903","167",167,"Socialist",0.0146624944121592,4,0,0.389628967367009,0.229563403367605,0,0,0.0272905728628757
"280","1907","167",167,"Conservative",0.017776979709104,5,0.2,0.394017905240746,-0.284739501834133,0,0,0.170474416793591
"281","1912","167",167,"Socialist",0.256128845167191,5,0,0.42858417542216,-0.00936893528742555,0,0,0.0982483151249679
"282","1890","168",168,"Socialist",0.244202994567378,4,0,0.205777129985425,0.307075659202332,1,1,0.0937360150973407
"283","1898","168",168,"Socialist",0.176090050459309,5,0,0.215034286453616,0.208888601371458,0,0,0.0678705978651498
"284","1903","168",168,"Socialist",0.0250161957442567,5,0,0.29720436537599,0.215677480440524,0,0,0.0697878121381974
"285","1907","168",168,"Socialist",0.02010215078956,5,0,0.289724005435547,0.146291176608406,0,0,0.0540109690812339
"286","1907","168",168,"Socialist",0.143145781174507,4,0,0.282953397461238,0.211270698818465,0,0,0.0186302504533189
"287","1907","168",168,"Socialist",0.0258142992296256,5,0,0.263549128260576,0.0614497454610984,0,0,0.101773452384586
"288","1912","168",168,"Socialist",0.00193896149222478,4,0,0.333462597432815,0.160933803854655,0,0,0.079099320538257
"289","1890","169",169,"Socialist",0.186092522548734,4,0,0.284434099505383,0.334826883910387,0,0,0.0265433291512744
"290","1890","169",169,"Conservative",0.207288629737609,4,0.25,0.429446064139942,-0.0719533527696793,0,0,0.22124478214676
"291","1893","169",169,"Conservative",0.0862369337979094,4,0,0.336083213773314,-0.0553904488624718,0,0,0.303033885580394
"292","1898","169",169,"Conservative",0.0630288732755526,5,0,0.356941381609313,-0.0799015334119698,0,0,0.226901256159676
"293","1903","169",169,"Socialist",0.150785174637079,4,0,0.403544163601123,0.0121039515841937,0,0,0.0334674987675306
"294","1907","169",169,"Socialist",0.0432815708418892,5,0,0.350295174537988,-0.084958932238193,0,0,0.236623875513085
"295","1912","169",169,"Socialist",0.117957032833401,4,0,0.398720250159245,0.0453703167525624,0,0,0.0559287394447733
"296","1898","174",174,"Conservative",0.0831578947368421,4,0,0.368479532163743,0.100877192982456,0,1,0.159680368138227
"297","1903","174",174,"Conservative",0.169445467943994,5,0.166666666666667,0.397844509948416,-0.0461495946941783,1,1,0.309598763572898
"298","1912","174",174,"Conservative",0.00280188614774823,4,0.2,0.315895578486981,0.0636233171598442,0,0,0.121314946099951
"299","1893","175",175,"Conservative",0.198425196850394,4,0,0.491413573303337,0.114210723659543,0,0,-0.00371074071442995
"300","1898","175",175,"Conservative",0.0382104569683177,5,0.166666666666667,0.351081032520812,0.137330059292088,0,0,0.0941689297205411
"301","1903","175",175,"Conservative",0.0590175403528059,5,0.166666666666667,0.329168957073609,-0.0102443655989206,0,1,0.325810890447393
"302","1907","175",175,"Conservative",0.0866692278140607,4,0,0.320245870149827,0.0109104878985786,0,1,0.156961811628762
"303","1912","175",175,"Socialist",0.106421070752281,4,0,0.341470132552935,0.0235840936477879,0,0,0.036323867516589
"304","1890","176",176,"Catholic",0.0691463295109281,4,0,0.298637655591493,-0.14490836028619,1,1,0.385047823307796
"305","1893","176",176,"Conservative",0.111105980143154,4,0.4,0.398799353498037,-0.226229508196721,0,0,0.146431057116989
"306","1898","176",176,"Catholic",0.0250563174327155,4,0.166666666666667,0.336956092162985,-0.311899774730269,1,1,0.278170106838032
"307","1903","176",176,"Socialist",0.112248466160155,5,0,0.367612931938837,-0.0372572082525352,0,0,0.144219854380043
"308","1907","176",176,"Socialist",0.0169836048035518,3,0,0.364866672015834,0.132338388296023,0,0,0.157493012451563
"309","1912","176",176,"Socialist",0.0882855033680908,3,0,0.398795792193411,NA,0,0,0.0507818273665803
"310","1890","179",179,"Conservative",0.152896295552655,5,0.2,0.423150286115852,0.201084228491115,0,0,0.175484655584783
"311","1893","179",179,"Conservative",0.113274336283186,6,0,0.429063809967396,0.238425710293433,0,0,0.0460063389641814
"312","1898","179",179,"Conservative",0.236273817925194,5,0.2,0.496400846859562,0.143354504822395,0,0,0.00291820724468417
"313","1907","179",179,"Conservative",0.179693253498127,6,0,0.430213569850469,0.152892958919023,0,0,0.0354130983979442
"314","1903","18",18,"Socialist",0.0161275110817693,4,0,0.311232669999057,-0.2130529095539,0,0,0.228676823549951
"315","1907","18",18,"Conservative",0.201101412355299,4,0.2,0.457273442475555,-0.122429101262503,1,1,0.249089377094811
"316","1912","18",18,"Conservative",0.0912987252909662,3,0.4,0.393866617402549,-0.302567892111583,0,0,0.151968974286701
"317","1890","181",181,"Catholic",0.016900826446281,4,NA,NA,NA,NA,NA,NA
"318","1893","181",181,"Catholic",0.0549416582953404,4,NA,NA,NA,NA,NA,NA
"319","1898","181",181,"Catholic",0.00358448634310699,4,NA,NA,NA,NA,NA,NA
"320","1903","181",181,"Socialist",0.0720071738155732,5,0,0.303273053355253,0.0338663876849499,0,0,0.0603483241133431
"321","1907","181",181,"Socialist",0.0809201307800093,5,0,0.307858477347034,-0.00256889304063521,0,0,0.208398832594486
"322","1907","181",181,"Socialist",0.17937780956273,3,0,0.309792603187577,0.290329995913363,0,0,0.112736967207318
"323","1912","181",181,"Socialist",0.095850923782287,4,0,0.401811248808389,0.057129238730764,0,0,0.104540974469758
"324","1893","182",182,"Socialist",0.105394509502784,5,0,0.265463620656556,0.279017085813016,0,0,0.134819264774844
"325","1898","182",182,"Socialist",0.0381260737412449,5,0,0.29998678472314,0.215475089203119,0,0,0.0609371105007298
"326","1903","182",182,"Socialist",0.0897024424740249,6,0,0.377250720774629,0.164445411521514,0,0,0.0372905180461728
"327","1907","182",182,"Socialist",0.129329552359733,6,0,0.412624063196273,0.154521976909054,0,0,0.0406260945783762
"328","1907","182",182,"Socialist",0.0106195935016527,5,0,0.412101179173406,0.304475232669902,0,0,0.057308822189177
"329","1912","182",182,"Socialist",0.167775637078674,4,0,0.460484239378712,0.288120444117822,0,0,0.0285026318645657
"330","1890","183",183,"Catholic",0.057813750778262,5,0,0.389380058703193,0.182353464377835,1,1,0.115889331468506
"331","1890","183",183,"Catholic",0.0166701052197235,4,0,0.374066432845059,0.189168557870848,0,0,0.109933567154941
"332","1893","183",183,"Catholic",0.0769381746810598,5,0,0.307254472710802,0.0885030572959916,0,0,0.200874049402908
"333","1898","183",183,"Catholic",0.0189317909189163,3,0,0.356651662173237,0.109790135040441,0,0,0.0953308976916252
"334","1903","183",183,"Socialist",0.0517644500027187,4,0,0.354657169267577,0.0182607434796005,1,0,0.120071627576605
"335","1907","183",183,"Socialist",0.0162292460560545,4,0,0.337552406940389,0.0515915003301538,0,0,0.151153958562691
"336","1912","183",183,"Socialist",0.0693547720984017,4,0,0.367099847193734,0.0385939070222051,0,0,0.0795437638178678
"337","1890","184",184,"Socialist",0.0356393593614082,6,0,0.26664278769892,0.0415494038786267,0,0,0.186182379309304
"338","1893","184",184,"Socialist",0.018908594233519,5,0,0.366434044006232,0.0660733721749152,0,0,0.112975296959046
"339","1893","184",184,"Socialist",0.00132399071169598,3,0,0.349981667820915,0.05053570701104,1,1,0.161735134572304
"340","1898","184",184,"Socialist",0.0372264302418933,5,0,0.346678767147195,0.00670180460050962,0,0,0.125089005945139
"341","1903","184",184,"Socialist",0.15621034823065,5,0,0.426861310126501,0.0210835266523974,0,0,0.0702670490621183
"342","1907","184",184,"Socialist",0.141272835048769,6,0,0.418699143180471,0.037667726464407,1,1,0.13576161312499
"343","1912","184",184,"Socialist",0.211304276330815,6,0,0.446159889643076,-0.00386431945040791,0,0,0.0908650498335412
"344","1890","185",185,"Catholic",0.0330400430957084,4,0,0.424717184413719,0.378434189261986,0,0,0.106806154981795
"345","1890","185",185,"Catholic",0.025500337306049,3,0,0.399640206881043,NA,0,0,0.0801405535522569
"346","1893","185",185,"Catholic",0.0393086949348292,4,0,0.383971291866029,0.342393994390365,0,0,0.0900472970982444
"347","1898","185",185,"Catholic",0.134058109711748,5,0,0.394594801515906,0.103969681889523,0,0,0.0825146656225098
"348","1903","185",185,"Catholic",0.00748853627156665,5,0,0.352587998548478,0.153960347045822,0,0,0.090673039406596
"349","1907","185",185,"Catholic",0.0591996816915819,4,0,0.363468424941738,0.216733928266924,1,1,0.16600798829165
"350","1912","185",185,"Catholic",0.105617515547104,6,0,0.344940124376831,0.00745233078069588,0,0,0.0731899569239821
"351","1890","187",187,"Socialist",0.0693666710075097,4,0,0.310977991926032,0.0141945565828884,0,0,0.0523877097962105
"352","1893","187",187,"Socialist",0.0618983845316816,5,0,0.337741692475098,0.0503055160291287,0,0,0.162328899082151
"353","1898","187",187,"Socialist",0.0915234915723475,5,0,0.381402165947398,-0.0692940314306653,0,0,0.159445244742161
"354","1903","187",187,"Socialist",0.144019676312513,4,0,0.432362675735584,-0.0682901648802113,0,0,0.0702147224648121
"355","1907","187",187,"Socialist",0.162726283509744,4,0,0.419873380156296,-0.0194133940053418,0,0,0.117361759678083
"356","1912","187",187,"Socialist",0.254438786805402,5,0.2,0.471087004649103,-0.0742085454947974,0,0,0.101692510881558
"357","1893","188",188,"Socialist",0.00151413189771199,5,0,0.262996298788694,0.053078734858681,0,0,0.178260216733239
"358","1898","188",188,"Catholic",0.0591543832428238,4,0,0.268667571761055,0.0753491078355314,1,0,0.0970282211192038
"359","1898","188",188,"Socialist",0.012725257583843,4,0,0.330446204999795,0.0973687451254054,0,0,0.0763656362897279
"360","1903","188",188,"Socialist",0.109874530374991,5,0,0.336712270504005,0.020344509817821,0,0,0.0928164063841266
"361","1903","188",188,"Socialist",0.101296520846936,4,0,0.337810527624911,0.0051612100861238,0,0,0.11171258539578
"362","1907","188",188,"Socialist",0.0458125623130609,4,0,0.314805583250249,0.0455383848454636,1,1,0.192968203488431
"363","1912","188",188,"Socialist",0.112562130732439,6,0,0.356888305354966,0.0781206039576104,0,0,0.0747682224878045
"364","1890","19",19,"Conservative",0.126286158027567,4,0,0.378858474082702,-0.0223257619879635,0,0,0.17942018280653
"365","1893","19",19,"Conservative",0.21085391947092,5,0,0.394086753549893,-0.0277183427348765,0,0,0.116789632143477
"366","1898","19",19,"Conservative",0.0916855974557019,6,0,0.386642435256701,-0.166106315311222,0,0,0.156158940335826
"367","1903","19",19,"Conservative",0.103994542560449,5,0.333333333333333,0.353293413173653,-0.169029030546502,0,0,0.201271913882006
"368","1907","19",19,"Conservative",0.198194377120698,5,0.333333333333333,0.437590887057683,-0.170807077072225,0,0,0.117708508543289
"369","1912","19",19,"Socialist",0.0292148824658814,6,0,0.273571688028644,-0.052514140418245,0,0,0.322365456600737
"370","1893","190",190,"Catholic",0.0571917606091011,5,0,0.327864014637313,0.292864309744437,0,0,0.125638952044567
"371","1898","190",190,"Catholic",0.0901823281907433,4,0,0.415918653576438,0.196774193548387,1,1,0.089028145004858
"372","1903","190",190,"Catholic",0.0453689252462192,4,0,0.388568968300953,0.327054518056079,0,0,0.0349124549347462
"373","1907","190",190,"Catholic",0.0329251584175372,4,0,0.417066278472341,0.379046069532454,1,1,0.0320332713025462
"374","1912","190",190,"Conservative",0.136318407960199,4,0.5,0.461129136924075,0.168894657149037,0,0,0.0212213785398423
"375","1903","191",191,"Conservative",0.0241242368561437,6,0,0.256416335724023,0.0376978246695513,1,1,0.306155213351111
"376","1912","191",191,"Conservative",0.20894438138479,4,0.25,0.463836549375709,0.161271282633371,0,0,0.0423051155076631
"377","1890","192",192,"Socialist",0.186081441922563,5,0,0.422329773030708,0.183044058744993,0,0,0.20511576602854
"378","1893","192",192,"Socialist",0.200899647260606,5,0,0.436296559981878,0.183068509109738,0,0,0.163731380783699
"379","1903","192",192,"Socialist",0.308675152077786,5,0,0.492951897002419,0.074194415263968,1,0,0.0247496459839074
"380","1907","192",192,"Socialist",0.181890673566698,5,0,0.469804227896304,0.20563394034077,0,0,0.00382733728228091
"381","1912","192",192,"Socialist",0.059005792806143,4,0.142857142857143,0.480749023305941,0.344847096861107,0,0,0.0343292893934512
"382","1890","193",193,"Conservative",0.117049538990467,4,0,0.258946710423504,0.171823722456634,0,0,0.385931898971698
"383","1893","193",193,"Conservative",0.160431505428394,6,0.375,0.425627549961967,-0.195214715441532,0,0,0.135593376209717
"384","1893","193",193,"Conservative",0.118897132911972,4,0,0.404781533388293,-0.116881927269396,0,0,0.229036092304691
"385","1898","193",193,"Conservative",0.03312265917603,6,0.166666666666667,0.308520599250936,-0.103698501872659,0,0,0.28089975890175
"386","1903","193",193,"Conservative",0.219073894564164,5,0,0.479158899410931,-0.0994705838490791,0,0,0.221296179860942
"387","1907","193",193,"Conservative",0.161847697345503,5,0.333333333333333,0.440186720546227,-0.195499198773776,0,0,0.22462877086773
"388","1907","193",193,"Conservative",0.213932962067879,6,0.25,0.46637595881055,-0.120258484816644,0,0,0.27032601491174
"389","1912","193",193,"Conservative",0.0813656040928769,3,0.4,0.389216843762298,-0.00757575757575757,0,0,0.212107923407381
"390","1890","194",194,"Socialist",0.156989563427899,4,0,0.449311578225293,-0.186584350041648,0,0,0.0819483248939068
"391","1890","194",194,"Socialist",0.17367819673834,5,0,0.408850109068246,0.0204632803573284,1,1,0.0528640678698404
"392","1893","194",194,"Socialist",0.183019693654267,5,0,0.405339168490153,-0.0165426695842451,0,0,0.107766060689963
"393","1898","194",194,"Socialist",0.173985192749553,5,0,0.440685899072419,0.0502510424644711,0,0,0.0396004232336359
"394","1903","194",194,"Socialist",0.218049471785622,5,0,0.468564802885854,-0.00479902087090955,0,0,0.0410925369975865
"395","1907","194",194,"Socialist",0.133351836899475,5,0,0.430788251917642,-0.0583114654824384,0,0,0.107279646235129
"396","1912","194",194,"Socialist",0.187990946611636,4,0,0.484045621976656,0.0880486397727777,0,0,0.0187660096449002
"397","1912","195",195,"Conservative",0.194032639840538,5,0.375,0.464245670860845,0.1894231967111,0,0,0.0176886025761825
"398","1890","196",196,"Conservative",0.0448577680525164,3,0.333333333333333,0.37770483831753,0.227267201556042,0,0,0.0405182060168577
"399","1893","196",196,"Conservative",0.0318932827735645,4,0.5,0.289815817984832,-0.0653439869989166,1,1,0.28732991571766
"400","1893","196",196,"Socialist",0.110620569580898,4,0,0.348526302698669,-0.0205820171620445,0,0,0.243758069886482
"401","1898","196",196,"Socialist",0.127861923212399,4,0,0.369566748855231,-0.0253610426206411,0,0,0.215056443227997
"402","1903","196",196,"Socialist",0.106316482070402,4,0,0.355576269327777,0.0402456409694046,0,0,0.0466523021007942
"403","1903","196",196,"Socialist",0.0711832483935298,4,0,0.323343673831154,-0.0256481276312874,0,0,0.236982475102589
"404","1907","196",196,"Conservative",0.0775572237829871,3,0.5,0.412011237507484,-0.0846497489982959,0,0,0.194893261460202
"405","1912","196",196,"Socialist",0.201853802401517,3,0,0.476637876553613,-0.0303770802612176,0,0,0.0581299227319235
"406","1893","197",197,"Conservative",0.287135852321892,7,0,0.485722526680127,-0.0958321315258148,0,0,0.199256014092405
"407","1898","197",197,"Conservative",0.0404040404040404,7,0.1,0.254148629148629,-0.0477092352092352,0,0,0.271931279309462
"408","1903","197",197,"Conservative",0.0908519991626544,5,0.2,0.342404577489359,0.0851301374642384,0,0,0.13016274505446
"409","1907","197",197,"Conservative",0.252399439232179,6,0,0.489431683381861,0.109187965059851,1,1,0.0676646950916572
"410","1912","197",197,"Conservative",0.0116183425868805,5,0.111111111111111,0.304595928439235,0.133919391322229,0,1,0.270165787208104
"411","1890","198",198,"Conservative",0.16133416980343,3,0.333333333333333,0.458699289000418,-0.297365119196989,0,0,0.277617406352422
"412","1893","198",198,"Conservative",0.037956204379562,6,0,0.342292829540575,-0.196565049377415,1,1,0.279622866141399
"413","1903","198",198,"Conservative",0.173205596107056,4,0,0.42404197080292,-0.250836374695864,0,0,0.245176554172446
"414","1907","198",198,"Conservative",0.253634300435503,5,0,0.462307550757529,-0.208673250322027,0,1,0.278403489071393
"415","1912","198",198,"Conservative",0.0776462395543175,5,0.285714285714286,0.280930826369545,-0.0273328690807799,0,0,0.437385066170691
"416","1898","2",2,"Conservative",0.145362590749653,4,0.25,0.488946896157925,-0.343584305408271,0,0,0.0859164918202173
"417","1907","2",2,"Conservative",0.103042793065826,3,0.25,0.437446963268275,0.109649654503576,0,0,-0.0157269750088091
"418","1912","2",2,"Conservative",0.147244596395666,3,0,0.486585153850611,0.16770006374225,0,0,0.0242441582355743
"419","1912","2",2,"Conservative",0.0720020553664333,3,0.25,0.465797417945918,0.253388143104888,0,0,-0.00708893306129588
"420","1890","20",20,"Catholic",0.211483028413436,5,NA,NA,NA,NA,NA,NA
"421","1893","20",20,"Socialist",0.119420325302678,5,0,0.26079246667482,0.153295829766418,0,0,0.0696428759320841
"422","1898","20",20,"Socialist",0.191387828430272,6,0,0.214574444194925,0.232708286548394,0,0,0.093251104830748
"423","1903","20",20,"Socialist",0.0366800048502486,4,0,0.337637928943858,0.115254031769128,1,0,0.0389355596206473
"424","1903","20",20,"Socialist",0.0762675553439657,5,0,0.28897881456796,0.19757200666508,0,0,0.0890923445716057
"425","1907","20",20,"Socialist",0.0451610283068676,6,0,0.259554075457905,0.128782033058523,0,0,0.106934605535873
"426","1912","20",20,"Socialist",0.0548075777433575,5,0,0.319234282537035,0.0912268159974582,0,0,0.107068131694223
"427","1890","200",200,"Socialist",0.0409188473306846,3,0,0.385714938119377,-0.0775905375165548,0,0,0.122115234144413
"428","1893","200",200,"Socialist",0.113781098751804,5,0,0.4203956865076,-0.206674025643203,0,0,0.0853896409173143
"429","1903","200",200,"Socialist",0.175501168367974,5,0,0.475648751691059,0.152133808879597,0,0,0.00297680508570974
"430","1907","200",200,"Socialist",0.109100296187604,4,0,0.487024809108448,0.376348468791609,1,1,0.0213765229030417
"431","1890","201",201,"Catholic",0.179106624097564,4,0,0.485316535795438,-0.117956683061524,0,0,0.165999637670972
"432","1893","201",201,"Catholic",0.149324061577876,6,0,0.425944140723288,-0.00747992771690648,0,0,0.249335584772758
"433","1893","201",201,"Catholic",0.133538984263233,5,0,0.462848712446352,-0.15553469241774,0,0,0.146663482675599
"434","1898","201",201,"Catholic",0.141900189795691,4,0,0.477131480034238,-0.153622864798482,0,0,0.166622827999767
"435","1903","201",201,"Catholic",0.0665256030469742,4,0,0.441500916913528,-0.199407532797292,0,0,0.105170229287267
"436","1907","201",201,"Catholic",0.0493178962484294,4,0,0.40071351642434,-0.108082031951176,1,1,0.137153977893703
"437","1912","201",201,"Socialist",0.0294989854846262,5,0,0.416196570715066,-0.227184552609869,0,0,0.12206909628168
"438","1912","206",206,"Catholic",0.230530962659447,4,0.166666666666667,0.496963488695398,-0.0599741469720251,1,1,0.117541528313836
"439","1890","207",207,"Socialist",0.0445759246638994,3,0,0.38203952667121,NA,0,0,0.0523146323917981
"440","1893","207",207,"Socialist",0.0957674096315972,3,0,0.400190553181661,NA,0,0,0.122621478465894
"441","1893","207",207,"Socialist",0.288127948931446,6,0,0.456147654732168,0.0311545933943936,0,0,0.0316713707898741
"442","1898","207",207,"Socialist",0.148403604405384,3,0,0.447658248970965,NA,0,0,0.0343348707882271
"443","1903","207",207,"Socialist",0.209286115795391,4,0,0.490207982012366,0.222462057335582,0,0,0.027791444124875
"444","1907","207",207,"Socialist",0.0913621906756652,5,0,0.414455821891242,0.186079435264914,0,0,0.027839297902628
"445","1912","207",207,"Socialist",0.190894431673929,4,0,0.465227982296634,0.0206539266476825,0,0,0.0446378145016354
"446","1893","208",208,"Socialist",0.125449255519425,4,0,0.464658565805237,-0.204664922618029,0,0,0.0548891139851512
"447","1907","208",208,"Socialist",0.227711738484398,5,0,0.456360229989017,-0.0152303120356612,0,0,0.0729395040074884
"448","1912","208",208,"Socialist",0.247137879542061,4,0,0.492548238807718,-0.07642081222733,0,0,0.0219610860790054
"449","1893","209",209,"Socialist",0.173134617245718,5,0,0.437772186199555,0.0471789412561696,0,0,0.159447287380497
"450","1898","209",209,"Socialist",0.0220325098089941,4,0,0.27374638899668,0.0167723019876687,0,0,0.148243226102636
"451","1890","210",210,"Catholic",0.18270234014011,4,0,0.464897898345506,-0.240274258458787,1,1,0.201244278689917
"452","1893","210",210,"Catholic",0.175643605995975,5,0,0.457027847036559,-0.262128631079335,0,0,0.192153856698229
"453","1898","210",210,"Catholic",0.197637838732822,4,0,0.49323914123296,-0.216568243280534,1,1,0.148371369946446
"454","1903","210",210,"Catholic",0.0244564156614748,4,0,0.422141546629192,-0.244154272553383,0,0,0.108230912541294
"455","1907","210",210,"Catholic",0.0549747144724132,5,0,0.415634411046082,-0.152352406386727,0,0,0.150249820219629
"456","1912","210",210,"Socialist",0.0679203476976394,5,0.142857142857143,0.48395023151436,-0.371346192085902,0,0,0.0354231573414802
"457","1912","210",210,"Socialist",0.0615237600868294,6,0,0.433662875749139,-0.236727856165353,0,0,0.0652949602759663
"458","1893","211",211,"Conservative",0.000843544663470086,4,0.25,0.432516426922394,-0.431672882258924,0,0,0.094477915517718
"459","1903","211",211,"Catholic",0.155892874888204,4,0,0.438773228659446,-0.282880353771241,0,0,0.108407055532384
"460","1903","211",211,"Catholic",0.0785733347256546,5,0,0.41189506538109,-0.126028287328715,1,1,0.111063096965022
"461","1907","211",211,"Catholic",0.107932899749532,5,0,0.417103407631917,-0.0759403085601229,1,1,0.133956464106469
"462","1912","211",211,"Catholic",0.0204224796345174,5,0,0.375584219710455,-0.127725993283117,1,1,0.140548275168473
"463","1890","212",212,"Catholic",0.129044138478101,5,0,0.327242336676299,0.372627344325458,0,0,0.131834889813217
"464","1893","212",212,"Catholic",0.00137034849379797,5,0,0.338074424099232,0.192085056113408,0,0,0.113807166080967
"465","1898","212",212,"Catholic",0.0219993590589477,5,0,0.397213791543348,0.228099609780006,1,1,0.0864671260791751
"466","1903","212",212,"Catholic",0.0888430720209925,5,0,0.313574809052997,0.178763881730003,0,0,0.12526352282957
"467","1903","212",212,"Socialist",0.0283554881375327,6,0,0.309821297885647,0.0488204063710031,0,0,0.116599654305418
"468","1907","212",212,"Socialist",0.0470823915069579,5,0,0.296206626886777,0.0505961627047468,0,0,0.205145746643376
"469","1912","212",212,"Socialist",0.00227747371453263,6,0,0.307747011378367,0.0213794469249604,0,0,0.0947608083594772
"470","1907","213",213,"Catholic",0.0479267793438213,4,0,0.478332066202702,-0.430405286858881,1,0,0.056283205153934
"471","1912","213",213,"Catholic",0.212298260322784,7,0,0.452813875497799,0.100738838817858,1,0,0.0714675123136879
"472","1890","219",219,"Catholic",0.0751850783578502,5,NA,NA,NA,NA,NA,NA
"473","1893","219",219,"Catholic",0.254387230155296,5,0,0.237174864176162,0.328910043752103,0,0,0.0708662010174382
"474","1898","219",219,"Catholic",0.0422849040360561,5,0,0.267078543576239,0.155365371955234,0,0,0.0535991773804215
"475","1903","219",219,"Catholic",0.019660215430423,5,0,0.271127068920221,0.0806550486032052,0,0,0.0498866091760881
"476","1907","219",219,"Conservative",0.0378592063250722,4,0.2,0.293826972783944,0.0582712482894937,0,0,0.283507767549213
